year,imdb,title,test,clean_test,binary,budget_2013$,domgross_2013$,intgross_2013$,code
2011,tt1007029,The Iron Lady,ok,ok,PASS,14499671,31028712,119717677,2011PASS
2011,tt1189340,The Lincoln Lawyer,notalk,notalk,FAIL,41427631,60079594,90255363,2011FAIL
2011,tt0472399,The Mechanic,nowomen,nowomen,FAIL,44016858,30160867,79072292,2011FAIL
2011,tt1204342,The Muppets,notalk-disagree,notalk,FAIL,46606085,91789051,166717137,2011FAIL
2011,tt1161864,The Rite,dubious-disagree,dubious,FAIL,38320559,34227129,99475649,2011FAIL
2011,tt1265990,The Roommate,ok,ok,PASS,16571053,38631377,41942847,2011PASS
2011,tt0472181,The Smurfs,ok,ok,PASS,113925987,147704169,583162839,2011PASS
2011,tt1509767,The Three Musketeers,men,men,FAIL,93212171,21105217,144870266,2011FAIL
2011,tt0478304,The Tree of Life,nowomen-disagree,nowomen,FAIL,36249178,13780555,64529403,2011FAIL
2011,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,ok,ok,PASS,132050575,291326492,735276926,2011PASS
2011,tt0800369,Thor,ok-disagree,ok,PASS,155353618,187491749,465363438,2011PASS
2011,tt1340800,Tinker Tailor Soldier Spy,notalk,notalk,FAIL,21749507,25011304,84359926,2011FAIL
2011,tt0471042,Tower Heist,notalk,notalk,FAIL,88033717,80832113,158947830,2011FAIL
2011,tt1399103,Transformers: Dark of the Moon,ok-disagree,ok,PASS,201959703,364967639,1163903170,2011PASS
2011,tt1568911,War Horse,notalk-disagree,notalk,FAIL,72498355,82734459,162412399,2011FAIL
2011,tt1291584,Warrior,notalk,notalk,FAIL,25892270,14144548,25079651,2011FAIL
2011,tt1389137,We Bought a Zoo,men-disagree,men,FAIL,51784539,78323650,123169061,2011FAIL
2011,tt1714210,Weekend,notalk,notalk,FAIL,196781,501887,1633890,2011FAIL
2011,tt0770703,What&#39;s Your Number,ok,ok,PASS,20713816,14511151,31807187,2011PASS
2011,tt1449283,Winnie the Pooh,nowomen,nowomen,FAIL,31070724,27645535,51935343,2011FAIL
2011,tt1270798,X-Men: First Class,ok-disagree,ok,PASS,165710526,151633733,368093107,2011PASS
2011,tt1625346,Young Adult,ok,ok,PASS,12428289,16893744,23562334,2011PASS
2011,tt1742336,Your Sister&#39;s Sister,ok,ok,PASS,124283,1654502,3200899,2011PASS
2010,tt1542344,127 Hours,dubious-disagree,dubious,FAIL,19228173,19586277,64879307,2010FAIL
2010,tt1014759,Alice in Wonderland,ok,ok,PASS,213646368,356993585,1094287202,2010PASS
2010,tt1313092,Animal Kingdom,notalk,notalk,FAIL,4486574,1115276,8629906,2010FAIL
2010,tt1431181,Another Year,ok,ok,PASS,8545855,3424437,19768384,2010PASS
2010,tt1423894,Barney&#39;s Version,ok,ok,PASS,32046955,8014473,9449125,2010PASS
2010,tt1532503,Beginners,notalk,notalk,FAIL,3418342,6186017,12353318,2010FAIL
2010,tt1164999,Biutiful,notalk,notalk,FAIL,37388114,5449304,26813941,2010FAIL
2010,tt0947798,Black Swan,ok-disagree,ok,PASS,13887014,114252393,353869648,2010PASS
2010,tt1120985,Blue Valentine,men-disagree,men,FAIL,1068232,10402326,17696585,2010FAIL
2010,tt1126591,Burlesque,ok,ok,PASS,58752751,42131764,95774887,2010PASS
2010,tt1194417,Casino Jack,notalk-disagree,notalk,FAIL,13352898,2179053,2222851,2010FAIL
2010,tt1020558,Centurion,notalk,notalk,FAIL,16023478,132001,7075508,2010FAIL
2010,tt1438254,Charlie St. Cloud,notalk-disagree,notalk,FAIL,47002201,33335524,51785833,2010FAIL
2010,tt0800320,Clash of the Titans,dubious,dubious,FAIL,133528980,174351340,526867848,2010FAIL
2010,tt1244754,Conviction,ok,ok,PASS,13352898,7261515,10824983,2010PASS
2010,tt1385867,Cop Out,notalk,notalk,FAIL,39524578,47937418,59724746,2010FAIL
2010,tt1555064,Country Strong,ok,ok,PASS,16023478,21598495,21953741,2010PASS
2010,tt1336617,Cyrus,notalk,notalk,FAIL,7477623,7978555,10724926,2010FAIL
2010,tt1279935,Date Night,ok,ok,PASS,58752751,105446665,162658630,2010PASS
2010,tt0989757,Dear John,nowomen,nowomen,FAIL,26705796,85474402,118960872,2010FAIL
2010,tt1323594,Despicable Me,ok-disagree,ok,PASS,73707997,268675247,580578700,2010PASS
2010,tt1314655,Devil,ok-disagree,ok,PASS,10682318,35977680,67676882,2010PASS
2010,tt1196141,Diary of a Wimpy Kid,ok,ok,PASS,16023478,68370710,82205045,2010PASS
2010,tt0427152,Dinner for Schmucks,notalk,notalk,FAIL,73707997,78009058,92718787,2010FAIL
2010,tt1270761,Don&#39;t Be Afraid of the Dark,ok,ok,PASS,26705796,25687431,33703834,2010PASS
2010,tt1231583,Due Date,notalk,notalk,FAIL,69435070,107399007,226186388,2010FAIL
2010,tt1013860,Dylan Dog: Dead of Night,nowomen,nowomen,FAIL,21364637,1267498,6506276,2010FAIL
2010,tt1282140,Easy A,ok-disagree,ok,PASS,8545855,62386303,81400037,2010PASS
2010,tt0879870,"Eat, Pray, Love",ok-disagree,ok,PASS,64093910,86071723,219892171,2010PASS
2010,tt1226273,Edge of Darkness,notalk,notalk,FAIL,64093910,46269276,86749716,2010FAIL
2010,tt1531663,Everything Must Go,notalk,notalk,FAIL,5341159,2897185,2897185,2010FAIL
2010,tt0977855,Fair Game,ok,ok,PASS,53411592,12281992,27878177,2010PASS
2010,tt1433108,Faster,nowomen,nowomen,FAIL,12818782,24825729,38091703,2010FAIL
2010,tt1405500,For Colored Girls,ok,ok,PASS,22432869,40304065,40611902,2010PASS
2010,tt1323045,Frozen,notalk,notalk,FAIL,160234776,419868647,1073092418,2010FAIL
2010,tt1226229,Get Him To The Greek,notalk,notalk,FAIL,42729274,65326144,97696078,2010FAIL
2010,tt1322312,Going the Distance,ok,ok,PASS,34183419,19019119,42718768,2010PASS
2010,tt0947810,Green Zone,nowomen-disagree,nowomen,FAIL,106823184,37919386,104177195,2010FAIL
2010,tt1375670,Grown Ups,ok-disagree,ok,PASS,80117388,173054825,290797736,2010PASS
2010,tt1376195,Gunless,men,men,FAIL,10575495,489308,489308,2010FAIL
2010,tt0926084,Harry Potter and the Deathly Hallows: Part 1,ok-disagree,ok,PASS,133528980,316178791,1021656625,2010PASS
2010,tt1231587,Hot Tub Time Machine,notalk,notalk,FAIL,38456346,53699864,67522890,2010FAIL
2010,tt0892769,How to Train Your Dragon,ok,ok,PASS,176258254,232427199,528636950,2010PASS
2010,tt1226236,I Am Love,ok,ok,PASS,10682318,5346997,16164710,2010PASS
2010,tt1375666,Inception,dubious-disagree,dubious,FAIL,170917095,312539208,889393184,2010FAIL
2010,tt1591095,Insidious,ok-disagree,ok,PASS,1602348,57694294,106685260,2010PASS
2010,tt1228705,Iron Man 2,ok,ok,PASS,181599413,333751233,666108069,2010PASS
2010,tt0804497,It&#39;s Kind of a Funny Story,notalk,notalk,FAIL,8545855,6797830,7080589,2010FAIL
2010,tt1250777,Kick-Ass,notalk-disagree,notalk,FAIL,29910492,51351297,104182018,2010FAIL
2010,tt1013743,Knight and Day,men-disagree,men,FAIL,124983125,81637519,280028482,2010FAIL
2010,tt1038686,Legion,ok,ok,PASS,27774028,42908822,73552139,2010PASS
2010,tt1228987,Let Me In,notalk-disagree,notalk,FAIL,21364637,12962924,30199340,2010FAIL
2010,tt0892318,Letters to Juliet,dubious-disagree,dubious,FAIL,32046955,56650955,84535576,2010FAIL
2010,tt0758752,Love and Other Drugs,men-disagree,men,FAIL,32046955,34575465,109728398,2010FAIL
2010,tt0985694,Machete,ok,ok,PASS,13352898,28408179,47356808,2010PASS
2010,tt1371155,Made In Dagenham,ok,ok,PASS,8545855,1170108,16711628,2010PASS
2010,tt1518812,Meek&#39;s Cutoff,men,men,FAIL,2136464,1044487,1997517,2010FAIL
2010,tt1001526,Megamind,nowomen-disagree,nowomen,FAIL,138870139,158542540,343850165,2010FAIL
2010,tt1470827,Monsters,nowomen-disagree,nowomen,FAIL,534116,253492,6024539,2010FAIL
2010,tt1126618,Morning Glory,ok,ok,PASS,42729274,33127720,64137680,2010PASS
2010,tt1415283,Nanny McPhee and the Big Bang,ok,ok,PASS,37388114,31189851,104472930,2010PASS
2010,tt1334260,Never Let Me Go,ok,ok,PASS,16023478,2600773,12294827,2010PASS
2010,tt1536044,Paranormal Activity 2,ok,ok,PASS,3204696,90535754,189624005,2010PASS
2010,tt0814255,Percy Jackson &amp; the Olympians: The Lightning Thief,dubious-disagree,dubious,FAIL,101482025,94825128,241919399,2010FAIL
2010,tt0878835,Please Give,ok,ok,PASS,3204696,4308792,4882010,2010PASS
2010,tt1424381,Predators,nowomen,nowomen,FAIL,42729274,55548791,135915826,2010FAIL
2010,tt0473075,Prince of Persia: The Sands of Time,nowomen,nowomen,FAIL,213646368,96952376,357921415,2010FAIL
2010,tt0935075,Rabbit Hole,ok,ok,PASS,5341159,2381151,6238038,2010PASS
2010,tt0493949,Ramona and Beezus,ok,ok,PASS,16023478,27952425,29343924,2010PASS
2010,tt1245526,Red,men-disagree,men,FAIL,64093910,96546967,209843135,2010FAIL
2010,tt1403981,Remember Me,ok,ok,PASS,17091709,20369301,60361637,2010PASS
2010,tt1053424,Repo Men,ok,ok,PASS,34183419,14893296,19436733,2010PASS
2010,tt0955308,Robin Hood,dubious-disagree,dubious,FAIL,224328687,112684730,344460978,2010FAIL
2010,tt0944835,Salt,ok-disagree,ok,PASS,138870139,126383971,315890541,2010PASS
2010,tt0446029,Scott Pilgrim vs. the World,ok,ok,PASS,90799707,33768214,51371013,2010PASS
2010,tt1028576,Secretariat,ok,ok,PASS,37388114,63772921,64495830,2010PASS
2010,tt1261945,Sex and the city 2,ok,ok,PASS,101482025,101853441,314787390,2010PASS
2010,tt0892791,Shrek Forever After,notalk,notalk,FAIL,176258254,255026238,807844640,2010FAIL
2010,tt1130884,Shutter Island,notalk,notalk,FAIL,85458547,136747492,317084404,2010FAIL
2010,tt1564585,Skyline,dubious,dubious,FAIL,10682318,22877632,84062765,2010FAIL
2010,tt1421051,Somewhere,dubious-disagree,dubious,FAIL,7477623,1907483,15367204,2010FAIL
2010,tt1440292,Submarine,notalk,notalk,FAIL,2029641,499507,4894571,2010FAIL
2010,tt1512235,Super,notalk,notalk,FAIL,2670580,350077,553731,2010FAIL
2010,tt1135084,Takers,notalk,notalk,FAIL,34183419,61684749,75403567,2010FAIL
2010,tt0398286,Tangled,ok,ok,PASS,277740279,214524387,626605502,2010PASS
2010,tt0429493,The A-Team,nowomen-disagree,nowomen,FAIL,117505503,82491105,189334662,2010FAIL
2010,tt1212436,The Back-up Plan,ok,ok,PASS,37388114,40048019,80417752,2010PASS
2010,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,ok-disagree,ok,PASS,165575935,111509464,446720616,2010PASS
2010,tt0968264,The Conspirator,dubious,dubious,FAIL,26705796,12325477,16992803,2010FAIL
2010,tt0455407,The Crazies,ok,ok,PASS,20296405,41793064,58705899,2010PASS
2010,tt1226753,The Debt,ok,ok,PASS,21364637,33304850,49783934,2010PASS
2010,tt1320253,The Expendables,notalk,notalk,FAIL,87595011,110101079,286572606,2010FAIL
2010,tt0964517,The Fighter,men,men,FAIL,11750550,100004670,138082199,2010FAIL
2010,tt1139328,The Ghost Writer,men,men,FAIL,48070433,16601978,70003894,2010FAIL
2010,tt0775489,The Illusionist,nowomen,nowomen,FAIL,17625825,42588953,89509349,2010FAIL
2010,tt1155076,The Karate Kid,dubious-disagree,dubious,FAIL,42729274,188640789,383593100,2010FAIL
2010,tt0842926,The Kids Are All Right,ok,ok,PASS,4272927,22231363,38750611,2010PASS
2010,tt0954947,The Killer Inside Me,notalk,notalk,FAIL,13887014,232102,3864090,2010FAIL
2010,tt1504320,The King&#39;s Speech,ok-disagree,ok,PASS,16023478,148267855,460216888,2010PASS
2010,tt0938283,The Last Airbender,notalk-disagree,notalk,FAIL,160234776,140763246,341528548,2010FAIL
2010,tt1320244,The Last Exorcism,ok,ok,PASS,1922817,43834199,74953449,2010PASS
2010,tt0480255,The Losers,notalk,notalk,FAIL,26705796,25201119,28536765,2010FAIL
2010,tt1458175,The Next Three Days,ok,ok,PASS,32046955,22591662,71844911,2010PASS
2010,tt1386588,The Other Guys,nowomen-disagree,nowomen,FAIL,106823184,127354577,182599780,2010FAIL
2010,tt1017451,The Runaways,ok,ok,PASS,10148202,3817511,5638803,2010PASS
2010,tt1285016,The Social Network,notalk-disagree,notalk,FAIL,42729274,103578637,240268986,2010FAIL
2010,tt0963966,The Sorcerer&#39;s Apprentice,notalk,notalk,FAIL,170917095,67459899,229831139,2010FAIL
2010,tt1273678,The Spy Next Door,ok,ok,PASS,29910492,25965625,54462053,2010PASS
2010,tt0889573,The Switch,men,men,FAIL,20296405,29652476,53260400,2010FAIL
2010,tt1274300,The Tempest,ok,ok,PASS,21364637,296908,296908,2010PASS
2010,tt1243957,The Tourist,nowomen,nowomen,FAIL,106823184,72245755,297749724,2010FAIL
2010,tt0840361,The Town,notalk,notalk,FAIL,39524578,98476300,162976800,2010FAIL
2010,tt1325004,The Twilight Saga: Eclipse,ok-disagree,ok,PASS,72639765,321037586,747325041,2010PASS
2010,tt0780653,The Wolfman,notalk-disagree,notalk,FAIL,160234776,66433214,152366563,2010FAIL
2010,tt1570989,Tiny Furniture,ok,ok,PASS,53412,418399,453089,2010PASS
2010,tt0435761,Toy Story 3,dubious-disagree,dubious,FAIL,213646368,443321427,1136341723,2010FAIL
2010,tt1104001,Tron Legacy,notalk-disagree,notalk,FAIL,213646368,183802922,424689202,2010FAIL
2010,tt1403865,True Grit,ok-disagree,ok,PASS,37388114,182927231,269490247,2010PASS
2010,tt1465522,Tucker and Dale vs Evil,ok,ok,PASS,5341159,239111,5850485,2010PASS
2010,tt0477080,Unstoppable,dubious,dubious,FAIL,101482025,87128132,181077698,2010FAIL
2010,tt0817230,Valentine&#39;s Day,ok,ok,PASS,55548056,118024294,232414484,2010PASS
2010,tt1027718,Wall Street: Money Never Sleeps,dubious-disagree,dubious,FAIL,74776229,56055056,146808831,2010FAIL
2010,tt1183923,Welcome to the Rileys,ok,ok,PASS,10682318,163287,334204,2010PASS
2010,tt1235189,Wild Target,notalk,notalk,FAIL,8545855,116798,116798,2010FAIL
2010,tt1399683,Winter&#39;s Bone,ok-disagree,ok,PASS,2136464,6977159,17232238,2010PASS
2010,tt1216520,Womb,ok,ok,PASS,13887014,#N/A,#N/A,2010PASS
2010,tt1302067,Yogi Bear,nowomen,nowomen,FAIL,85458547,107085981,216086548,2010FAIL
2010,tt1414382,You Again,ok,ok,PASS,21364637,27455751,35079607,2010PASS
2010,tt1182350,You Will Meet a Tall Dark Stranger,ok,ok,PASS,16023478,3469420,36584608,2010PASS
2009,tt1022603,(500) Days of Summer,notalk-disagree,notalk,FAIL,8142987,35168338,66015966,2009FAIL
2009,tt0974661,17 Again,ok-disagree,ok,PASS,43429264,69668214,151432312,2009PASS
2009,tt1190080,2012,notalk-disagree,notalk,FAIL,217146319,180353228,856000062,2009FAIL
2009,tt0472033,9,nowomen,nowomen,FAIL,32571948,34471863,52723125,2009FAIL
2009,tt0971209,A Perfect Getaway,dubious-disagree,dubious,FAIL,15200242,16845625,24771466,2009FAIL
2009,tt1019452,A Serious Man,men,men,FAIL,7600121,10019987,32963430,2009FAIL
2009,tt1315981,A Single Man,notalk,notalk,FAIL,7600121,9962673,30555070,2009FAIL
2009,tt1185836,Adam,men,men,FAIL,3474341,2472641,3071090,2009FAIL
2009,tt1091722,Adventureland,men-disagree,men,FAIL,10640170,17419505,18613810,2009FAIL
2009,tt1186830,Agora,notalk,notalk,FAIL,76001212,672527,42335163,2009FAIL
2009,tt1077262,Ajami,men-disagree,men,FAIL,1085732,675172,675172,2009FAIL
2009,tt0881891,All About Steve,ok,ok,PASS,16285974,36766024,43567433,2009PASS
2009,tt1174732,An Education,ok,ok,PASS,8142987,13652981,32194912,2009PASS
2009,tt0808151,Angels &amp; Demons,nowomen,nowomen,FAIL,162859739,144810370,532959416,2009FAIL
2009,tt0913354,Armored,nowomen,nowomen,FAIL,21714632,17359628,25689537,2009FAIL
2009,tt0375568,Astro Boy,dubious,dubious,FAIL,70572554,21227211,47873178,2009FAIL
2009,tt0499549,Avatar,men-disagree,men,FAIL,461435929,825707158,3022588801,2009FAIL
2009,tt1176740,Away We Go,ok,ok,PASS,22800364,10262276,10974592,2009PASS
2009,tt0889583,Br&uuml;no,nowomen-disagree,nowomen,FAIL,45600727,65203101,142000928,2009FAIL
2009,tt0901476,Bride Wars,ok,ok,PASS,32571948,63749284,125022454,2009PASS
2009,tt0810784,Bright Star,ok,ok,PASS,9228719,4825683,18740466,2009PASS
2009,tt1210042,Brooklyn&#39;s Finest,notalk,notalk,FAIL,18457437,29492371,42596761,2009FAIL
2009,tt0765010,Brothers,ok,ok,PASS,28229022,30991293,48905553,2009PASS
2009,tt1232207,Capitalism: A Love Story,notalk-disagree,notalk,FAIL,21714632,15594794,20760850,2009FAIL
2009,tt0795351,Case 39,ok,ok,PASS,29314753,14398811,31814980,2009PASS
2009,tt1352824,Chloe,men-disagree,men,FAIL,14114511,3338902,10504640,2009FAIL
2009,tt0844471,Cloudy with a Chance of Meatballs,notalk-disagree,notalk,FAIL,108573160,135575603,257131292,2009FAIL
2009,tt1035736,Coco avant Chanel,ok,ok,PASS,24971827,6637983,55170185,2009PASS
2009,tt0327597,Coraline,ok,ok,PASS,65143896,81740638,136842415,2009PASS
2009,tt0433362,Daybreakers,notalk,notalk,FAIL,21714632,32682233,55808316,2009FAIL
2009,tt1278340,Dead Snow,men-disagree,men,FAIL,868585,50749,2382117,2009FAIL
2009,tt1136608,District 9,notalk-disagree,notalk,FAIL,32571948,125560771,233645777,2009FAIL
2009,tt1127180,Drag Me to Hell,ok,ok,PASS,32571948,45709979,99223368,2009PASS
2009,tt1191111,Enter the Void,notalk,notalk,FAIL,17371706,366974,366974,2009FAIL
2009,tt0780511,Everybody&#39;s Fine,men,men,FAIL,21714632,9998368,9998368,2009FAIL
2009,tt0432283,Fantastic Mr. Fox,notalk,notalk,FAIL,43429264,22803533,50485349,2009FAIL
2009,tt1013752,Fast &amp; Furious,notalk,notalk,FAIL,92287186,168358172,394190344,2009FAIL
2009,tt1083456,Fired Up!,notalk,notalk,FAIL,21714632,18708557,20203912,2009FAIL
2009,tt1232776,Fish Tank,ok,ok,PASS,3257195,406796,6430020,2009PASS
2009,tt0758746,Friday the 13th,men,men,FAIL,18457437,70574746,99562425,2009FAIL
2009,tt1201167,Funny People,notalk,notalk,FAIL,78715541,56300661,78042718,2009FAIL
2009,tt0436339,G-Force,notalk,notalk,FAIL,162859739,129676275,312028062,2009FAIL
2009,tt1046173,G.I. Joe: The Rise of Cobra,notalk-disagree,notalk,FAIL,190003029,163078512,328400169,2009FAIL
2009,tt1034032,Gamer,notalk,notalk,FAIL,54286580,22295397,38068663,2009FAIL
2009,tt1194263,Get Low,notalk-disagree,notalk,FAIL,7600121,9963686,10528267,2009FAIL
2009,tt1289406,Harry Brown,notalk,notalk,FAIL,7925841,1974599,6833747,2009FAIL
2009,tt0417741,Harry Potter and the Half-Blood Prince,ok-disagree,ok,PASS,271432899,327846641,1014525504,2009PASS
2009,tt1001508,He&#39;s Just Not That Into You,ok,ok,PASS,43429264,102008450,193683923,2009PASS
2009,tt1024744,I Come with the Rain,nowomen,nowomen,FAIL,19543169,#N/A,681212,2009FAIL
2009,tt1045772,I Love You Phillip Morris,notalk-disagree,notalk,FAIL,14114511,2212134,16443063,2009FAIL
2009,tt1155056,"I Love You, Man",men-disagree,men,FAIL,43429264,77564677,99593620,2009FAIL
2009,tt1080016,Ice Age: Dawn of the Dinosaurs,notalk,notalk,FAIL,97715844,213426283,963009937,2009FAIL
2009,tt0361748,Inglourious Basterds,dubious-disagree,dubious,FAIL,76001212,131190089,344146212,2009FAIL
2009,tt1057500,Invictus,notalk,notalk,FAIL,53200848,40705558,135164207,2009FAIL
2009,tt1230414,It&#39;s Complicated,ok,ok,PASS,92287186,122400359,243871325,2009PASS
2009,tt1131734,Jennifer&#39;s Body,ok,ok,PASS,17371706,17594056,35646920,2009PASS
2009,tt1135503,Julie &amp; Julia,ok,ok,PASS,43429264,102194949,137503693,2009PASS
2009,tt0448011,Knowing,notalk,notalk,FAIL,54286580,86812530,203964063,2009FAIL
2009,tt1197624,Law Abiding Citizen,notalk-disagree,notalk,FAIL,57543775,79646802,142404318,2009FAIL
2009,tt0808526,Life During Wartime,ok,ok,PASS,4885792,305576,305576,2009PASS
2009,tt1149361,Micmacs (Micmacs &agrave; tire-larigot),dubious,dubious,FAIL,45600727,1367688,12764862,2009FAIL
2009,tt0892782,Monsters vs Aliens,dubious-disagree,dubious,FAIL,190003029,215356519,414410048,2009FAIL
2009,tt1182345,Moon,notalk-disagree,notalk,FAIL,5428658,5439692,11591350,2009FAIL
2009,tt1121977,Mother and Child,ok,ok,PASS,7600121,1205715,5440068,2009PASS
2009,tt1179891,My Bloody Valentine 3D,men,men,FAIL,15200242,55965069,111564348,2009FAIL
2009,tt1078588,My Sister&#39;s Keeper,ok,ok,PASS,29857619,53418244,104960933,2009PASS
2009,tt0875034,Nine,men-disagree,men,FAIL,86858528,21363903,58096258,2009FAIL
2009,tt1186367,Ninja Assassin,notalk-disagree,notalk,FAIL,54286580,41391219,66905911,2009FAIL
2009,tt1266029,Nowhere Boy,dubious,dubious,FAIL,2062890,1569280,8452669,2009FAIL
2009,tt1235796,Ondine,ok,ok,PASS,13028779,597665,597665,2009PASS
2009,tt1532957,Paa,men,men,FAIL,4668646,216308,10630704,2009FAIL
2009,tt1188729,Pandorum,notalk,notalk,FAIL,43429264,11216534,18493734,2009FAIL
2009,tt1003034,Perrier&#39;s Bounty,nowomen,nowomen,FAIL,7165829,899,899,2009FAIL
2009,tt0762125,Planet 51,notalk,notalk,FAIL,65143896,45811424,118340524,2009FAIL
2009,tt0929632,Precious: Based on the Novel Push by Sapphire,ok,ok,PASS,10857316,51644478,74614567,2009PASS
2009,tt1152836,Public Enemies,notalk,notalk,FAIL,111287489,105429554,228416195,2009FAIL
2009,tt0465580,Push,ok,ok,PASS,41257801,34538780,48218998,2009PASS
2009,tt0988045,Sherlock Holmes,notalk,notalk,FAIL,97715844,226949041,541170116,2009FAIL
2009,tt1017460,Splice,ok,ok,PASS,32571948,18468479,24386618,2009PASS
2009,tt0796366,Star Trek,ok-disagree,ok,PASS,152002424,279825625,418745446,2009PASS
2009,tt0473705,State of Play,ok,ok,PASS,65143896,40191563,99285148,2009PASS
2009,tt0986263,Surrogates,notalk,notalk,FAIL,86858528,41885106,129927709,2009FAIL
2009,tt0438488,Terminator Salvation,men-disagree,men,FAIL,217146319,136066564,403488847,2009FAIL
2009,tt0878804,The Blind Side,men,men,FAIL,38000606,277903289,331914441,2009FAIL
2009,tt1131729,The Boat That Rocked,nowomen-disagree,nowomen,FAIL,54286580,8704817,40685241,2009FAIL
2009,tt1300851,The Boondock Saints II: All Saints Day,nowomen,nowomen,FAIL,8685853,11153924,11153924,2009FAIL
2009,tt0362478,The Box,ok,ok,PASS,27143290,16342407,28600229,2009PASS
2009,tt0896923,The City of Your Final Destination,ok-disagree,ok,PASS,9011572,535587,1469316,2009PASS
2009,tt1144884,The Final Destination,ok,ok,PASS,43429264,72176939,203449410,2009PASS
2009,tt1220198,The Fourth Kind,ok,ok,PASS,10857316,28465896,53729463,2009PASS
2009,tt1132620,The Girl with the Dragon Tattoo,dubious-disagree,dubious,FAIL,97715844,111304636,253160295,2009FAIL
2009,tt1103982,The Girlfriend Experience,dubious,dubious,FAIL,1411451,755495,1092072,2009FAIL
2009,tt1247662,The Good Guy,ok,ok,PASS,10857316,109320,109320,2009PASS
2009,tt1119646,The Hangover,notalk,notalk,FAIL,38000606,301097804,509809040,2009FAIL
2009,tt1054606,The Imaginarium of Doctor Parnassus,notalk,notalk,FAIL,32571948,8348849,69869659,2009FAIL
2009,tt1130080,The Informant!,notalk,notalk,FAIL,23886095,36173125,45352277,2009FAIL
2009,tt1058017,The Invention of Lying,men,men,FAIL,20086035,20033106,35480909,2009FAIL
2009,tt0824758,The Last Station,ok,ok,PASS,19543169,7185227,17041802,2009PASS
2009,tt0380510,The Lovely Bones,ok,ok,PASS,103144502,47896216,103029901,2009PASS
2009,tt1234548,The Men Who Stare at Goats,nowomen,nowomen,FAIL,26057558,35208316,73122088,2009FAIL
2009,tt0790712,The Messenger,notalk,notalk,FAIL,7057255,1204793,1530512,2009FAIL
2009,tt0780521,The Princess and the Frog,ok,ok,PASS,114001818,113351355,294230416,2009PASS
2009,tt1041829,The Proposal,men-disagree,men,FAIL,43429264,178014415,341690283,2009FAIL
2009,tt0898367,The Road,notalk-disagree,notalk,FAIL,27143290,8809919,29981685,2009FAIL
2009,tt0485601,The Secret of Kells,nowomen-disagree,nowomen,FAIL,8685853,749470,2823897,2009FAIL
2009,tt0821642,The Soloist,notalk,notalk,FAIL,65143896,34439578,41750888,2009FAIL
2009,tt1111422,The Taking of Pelham 123,nowomen,nowomen,FAIL,119430476,71063643,165426811,2009FAIL
2009,tt0452694,The Time Traveler&#39;s Wife,dubious,dubious,FAIL,42343532,68851502,107125483,2009FAIL
2009,tt1142988,The Ugly Truth,men,men,FAIL,41257801,96538057,222824741,2009FAIL
2009,tt1139668,The Unborn,ok,ok,PASS,17371706,46328612,84913778,2009PASS
2009,tt0962736,The Young Victoria,ok,ok,PASS,38000606,11944429,34611919,2009PASS
2009,tt1055369,Transformers: Revenge of the Fallen,ok-disagree,ok,PASS,228003635,436585563,908235868,2009PASS
2009,tt1049413,Up,notalk,notalk,FAIL,190003029,318123879,794258938,2009FAIL
2009,tt1193138,Up in the Air,men-disagree,men,FAIL,32571948,91009693,181146433,2009FAIL
2009,tt1068678,Veronika Decides to Die,ok,ok,PASS,9771584,#N/A,#N/A,2009PASS
2009,tt0409459,Watchmen,men-disagree,men,FAIL,149830960,116726786,199848831,2009FAIL
2009,tt1178663,Whatever Works,dubious-disagree,dubious,FAIL,16285974,5761658,38116460,2009FAIL
2009,tt0386117,Where the Wild Things Are,notalk,notalk,FAIL,108573160,83854815,107621685,2009FAIL
2009,tt1172233,Whip It,ok,ok,PASS,16285974,14161591,20472719,2009PASS
2009,tt0365929,Whiteout,ok,ok,PASS,38000606,11156585,13305365,2009PASS
2009,tt0458525,X-Men Origins: Wolverine,dubious-disagree,dubious,FAIL,162859739,195304827,406960171,2009FAIL
2009,tt0448182,Yesterday Was a Lie,ok,ok,PASS,217146,#N/A,#N/A,2009PASS
2009,tt0403702,Youth in Revolt,notalk-disagree,notalk,FAIL,19543169,16596046,21373265,2009FAIL
2009,tt1156398,Zombieland,ok-disagree,ok,PASS,25623266,82070762,111001503,2009PASS
2008,tt0478087,21,ok,ok,PASS,37878971,87835235,170836899,2008PASS
2008,tt0800308,Appaloosa,notalk,notalk,FAIL,21645126,21873909,30016892,2008FAIL
2008,tt0455824,Australia,men,men,FAIL,140693320,53630131,232772564,2008FAIL
2008,tt0871426,Baby Mama,ok,ok,PASS,32467689,65470243,69688090,2008PASS
2008,tt0799934,Be Kind Rewind,notalk,notalk,FAIL,21645126,12094392,33435494,2008FAIL
2008,tt0960731,Bedtime Stories,ok,ok,PASS,86580505,119158557,236319281,2008PASS
2008,tt0861689,Blindness,ok,ok,PASS,27056408,3326198,21702440,2008PASS
2008,tt0397892,Bolt,ok-disagree,ok,PASS,162338447,123435400,339778437,2008PASS
2008,tt0887883,Burn After Reading,notalk,notalk,FAIL,40043484,65319955,176857711,2008FAIL
2008,tt0824747,Changeling,ok,ok,PASS,59524097,38679626,123166807,2008PASS
2008,tt0892255,Che: Part One,notalk,notalk,FAIL,62770866,317867,32595998,2008FAIL
